id,state,name,address_line1,address_line2,city,district,pin_code
38876,Rajasthan,"Shri Pragya Mahila Mahavidyalaya, Alwar","Shri pragya mahila mahavidhalaya majri kalan ,neemrana alwar (Raj.)","Narnoul road majari kalan , neemrana , Alwar , (Raj.) 301703",Neemrana,Alwar,301703
41173,Tamil Nadu,"St.Xavier's College, Palayamkottai - 627 002","21 North Highground Road,",Palayamkottai,NA,Tirunelveli,627002
17308,Assam,Gauhati Commerce College,"R.G.Baooah Road,",Guwahati-781021,Guwahati,Kamrup,781021
35424,Maharashtra,"Yashwantrao Mohite College of Arts, Science and Commerce, Pune",Bharati Vidyapeeth Erandwane Educational Complex,Erandwane,Pune,Pune,411038
12635,Uttar Pradesh,"DR. RAM MANOHAR LOHIA MAHAVIDYALAYA, KALYANPUR,",Awantipuram G.T. Road Kalyanpur,kanpur nagar,kanpur nagar,Kanpur Nagar,208017
41935,Maharashtra,"Audyogik Shikshan Mandals Institute of Business Management and Research, Pimpri Industrial Area, Chinchwad, Pune 411019","MIDC, Block C, Chinchwad, Pune 411019","MIDC, Block C, Chinchwad, Pune 411 019","Chinchwad, Pune",Pune,411019
35587,Karnataka,Ballari Rudrappa Education Societys BBA College Motebennur,At Post-Motebennur Taluka-Byadgi,District-Haveri,Motebennur,Haveri,581198
32987,Chhatisgarh,"GOVT. DENTAL COLLEGE ,BEHIND OF RAJBANDHA GROUND,IN FRONT OF MARHI MATA TEMPLE","Opposite Escort heart canner, Rajbandha maidan, Raipur","Opposite Escort heart canner, Rajbandha maidan, Raipur",Raipur,Raipur,492001
50875,Chhatisgarh,"Scope College of Nursing Institute, Doomar Talab","Near Kanger Valley School , Dumar talab",Raipur,Raipur,Raipur,492010
26795,Tamil Nadu,"Mohamed Sathak Engineering College, Kilakarai",Sathak Nagar,East Coast Road,Kilakarai,Ramanathapuram,623806
14177,Uttar Pradesh,"Chote Lal Damodar Prasad Shibban Lal Degree College, Beesokhor, Maharajganj",BISHOKHOR,KATAHARI BAZAR,SISWA BAZAR,Mahrajganj,273163
11696,Kerala,"Baselius Poulose II Catholicose College, Piravam 686 664",Baselios Mount,Mulakulam North P O,Piravom,Ernakulam,686664
50372,Madhya Pradesh,"KALYANIKA KENDRIYA SHIKSHA NIKETAN, AMRKANTAK",MAIN ROAD,NA,AMARKANTAK,Anuppur,484886
24543,Uttrakhand,Himalayan College of Nursing,Swami Ram Nagar,P.O. Jolly Grant,Dehradun,Dehradun,248016
50535,Kerala,"MOUNT ZION LAW COLLEGE, KK NAIR ROAD NEAR GENERAL HOSPITAL PATHANAMTHITTA","ANTHIYALANCAVU POST, KADAMANITTA, PATHANAMTHITTA 689649","ANTHIYALANCAVU POST, KADAMANITTA, PATHANAMTHITTA 689649",KADAMANITTA,Pathanamthitta,689649
21272,Uttrakhand,Roorkee College of Pharmacy,"09- Mile stone, Roorkee- Dehradun Highway, Village Kishanpur Roorkee-247667",Distt- Haridwar (Uttarakhand),Roorkee,Hardwar,247667
16531,Tamil Nadu,Sri Muthukumaran Institute of Technology,chikkarayapuram near mangadu,NA,chennai,Kancheepuram,600069
11705,Kerala,"M.E.S College, Erumeli 686 509","Propose P.O, Erumely",NA,Erumely,Kottayam,686509
11797,Kerala,"Mar Athanasius College for Advanced Studies, Thiravalla 689 101","Mar Athanasios College for Advanced Studies, Thiruvalla","689101, Kerala, India",Thiruvalla,Pathanamthitta,689101
10213,Uttrakhand,Himalayan Institute of Medical Sciences,"Swami Ram Nagar,",P.O. Jolly Grant,Dehradun,Dehradun,248016
50467,Uttrakhand,HIMALAYAN SCHOOL OF MANAGEMENT STUDIES,"Swami Ram Nagar,",P.O. Jolly Grant,Dehradun,Dehradun,248016
12772,Uttar Pradesh,SURJAN DEVI ANUSUIYA DEVI DEGREE COLLEGE,SALEMPUR,GANGAGANJ,LUCKNOW,Lucknow,226501
16942,Karnataka,"Mar Ivanios College of Education, Kunthoor, Perabe, Puttur Taluk-574285","KUNTHOOR, PERABE,PUTTUR TALUK, D.K.","KUNTHOOR, PERABE, PUTTUR TALUK, D.K.",PUTTUR,Dakshina Kannada,574285
35970,Madhya Pradesh,"R.K.D.F. School of Pharmaceutical Sciences, NH-12, Village Jatkhedi, Hoshangabad Road, Bhopal","NH-12,HOSHANGABAD ROAD",JATKHEDI,BHOPAL,Bhopal,462026
8224,Kerala,"C.K. RAGHAVAN MEMORIAL COLLEGE OF TEACHER EDUCATION, PULPALLY",Kalanadikolly P.O,Pulpally,Pulpally,Wayanad,673579
11616,Kerala,"Bishop Kurialacherry College For Women, Amalagiri P.O Kottayam 686 561",Amalagiri P.O.,Kottayam-686561,Kottayam,Kottayam,686561
40822,Odisha,L.N.College,KALIMANDIR ROAD,JHARSUGUDA,JHARSUGUDA,Jharsuguda,768202
51398,Rajasthan,Daswani Dental College and research Centre,"IPB-19, INSTITUITIONAL AREA","RIICO, RANPUR",KOTA,Kota,325003
11779,Kerala,"St. Joseph's Training College, Mannanam, Kottayam - 686 561",Mannanam P.O.,Mannanam,Kottayam,Kottayam,686561
33326,Chhatisgarh,College of Veterinary Science & Animal Husbandry,"College of Veterinary Science and A.H.,",Anjora,Durg,Durg,491001
48357,Maharashtra,"Dr D Y PATIL EDUCATIONAL ENTERPRISES CHARITABEL TRUST Dr D Y PATIL GROUP OF INSTITUTIONS, Dr D Y PATIL SCHOOL OF MANAGEMENT, Dr D Y PATIL KNOWLEDGE CITY, CHARHOLI","DR D Y PATIL KNOWLEDGE CITE,CHARHOLI(BK),VIA-LOHEGAON,PUNE-412105","DR D Y PATIL KNOWLEDGE CITE,CHARHOLI(BK),VIA-LOHEGAON,PUNE-412105",PUNE,Pune,412105
45647,Tamil Nadu,"ARAVIND EYE HOSPITALAND PG INSTITUTE OF OPHTHAMOLOGY (Inst. Code - 043), MADURAI","NO.1, ANNA NAGAR",NA,MADURAI,Madurai,625020
53283,West Bengal,AL HERA COLLEGE OF EDUCATION,"Dakshin Kodalia,P.O.-Dakshin Bagundi,P.S.-Basirhat,North 24 Pgs",NA,Basirhat,North Twenty Four Parganas,743429
12542,Uttar Pradesh,"UDAIRAJ SINGH VIDHI MAHAVIDYALAYA, SAIDPUR, HANUMANGANJ,",SAIDUPUR,HANUMANGANJ,NA,Allahabad,221505
45568,Tamil Nadu,"ARAVIND EYE HOSPITAL (Inst. Code - 472) , COIMBATORE","1502, Avinashi Road",Coimabatore,Coimbatore,Coimbatore,641014
13096,Rajasthan,Gramothhan Vidyapeeth Sansthan,Near Water Works Office,Opp. Nagaur Stadium,Nagaur,Nagaur,341001
12279,Uttar Pradesh,"SRI P.L. VERMA TEACHERS TRAINING COLLEGE, DAKOULI,",vill-dakauli post khurda madarpur hardoi,vill-dakauli post khurda madarpur hardoi,hardoi,Hardoi,241305
18075,Andhra Pradesh,"PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY, Devabhaktuni Ramalingeswara Rao Road, Behind VR Siddhartha Engg. College, Kanuru, Vijayawada, PIN-520007(CC-50)",Devabhakthuni Ramalingeswara Rao Road,"Behind VR Siddhartha Engineering College, Kanuru",VIJAYAWADA,Krishna,520007
24772,Andhra Pradesh,"N.B.K.R Science & Arts College, Vidyanagar",COLLEGE ROAD,VIDYANAGAR,VIDYANAGAR,Sri Potti Sriramulu Nellore,524413
41463,Maharashtra,"Modern Education Societys Ness Wadia College of Commerce, P.V.K.Joag Path, Pune 411004","19, Late Prin. V. K. Joag Path,",Pune,Pune,Pune,411001
18123,Andhra Pradesh,"GOKUL INSTITUTE OF TECHNOLOGY AND SCIENCES, PIRIDI, BOBBILI, AP PIN- 535558 (CC-H9)",Piridi,Bobbili,Bobbili,Vizianagaram,535568
26935,Andhra Pradesh,"Sai Sakthi Engineering College, Maharajapuram, Tirupathi",Maharajapuram,Kanakammachathram (post),Vijayapuram (Mandal),Chittoor,631204
45873,Maharashtra,"DR D Y PATIL EDUCATIONAL ENTERPRISES CHARITABLE TRUSTS DR D Y PATIL SCHOOL OF MCA, PUNE","DR D Y PATIL KNOWLEDGE CITY, CHARHOLI(BK) VIA-LOHEGAON.DR D Y PATIL SCHOOL OF MCA","DR D Y PATIL KNOWLEDGE CITY, CHARHOLI(BK) VIA-LOHEGAON.DR D Y PATIL SCHOOL OF MCA",PUNE,Pune,412105
53834,Punjab,Khalsa College of Management And Technology,Block - C,Ranjit Avenue,Amritsar,Amritsar,143001
6124,Gujarat,Subham Institute of Nursing Science & Research Center,"kalapinagar last bus stop, Asarwa.","kalapinagar last bus stop, Asarwa.",Ahmedabad.,Ahmadabad,380016
22221,Punjab,"Mai Bhago College of Education (for girls ) Ralla , Mansa",MANSA BARNALA ROAD,RALLA,MANSA,Mansa,148109
40511,Karnataka,Tadikela Subbaiah College of Nursing,"Subbaiah Hospital Complex,","Jail Road,",Shimoga,Shimoga,577201
53607,Karnataka,SUBBAIAH INSTITUTE OF DENTAL SCIENCES,NH-13 PURLE,H H ROAD,SHIMOGA,Shimoga,577222
46875,Uttar Pradesh,"AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, LUCKNOW","GRAM TIKARA, MAURAWAN ROAD, MOHANLAL GANJ, LUCKNOW","GRAM TIKARA, MAURAWAN ROAD, MOHANLAL GANJ, LUCKNOW",LUCKNOW,Lucknow,226301
40233,Karnataka,Unity Institute of Nursing Sciences,"vijaya samrat building, medhehalii",unity health complex ck pura opp AIR kelegote,chitradurga,Chitradurga,577502
33021,Chhatisgarh,"C.L. CHOUKSEY HOMOEOPATHIC COLLEGE, HOSPITAL & RESEARCH CENTRE, LALKHADAN, MASTURI ROAD","Village, Lal Khadan, Masturi Road,",NA,Bilaspur,Bilaspur,495001
8102,Kerala,"KMMMO ARABIC COLLEGE, THIRURANGADI","SAUDABAD , TIRURANGADI",MALAPPURAM DT,TIRURANGADI,Malappuram,676306
32858,Delhi,Lingaya's Lalita Devi Institute of Management & Sciences,"847-848, Mandi Road, Near Chattarpur Metro Station","Mandi, New Delhi -110047",New Delhi,South,110047
53760,Uttar Pradesh,VINAY KUMAR AWASTHI SMARK MAHILA MAHAVIDYALAYA,POST AMRITPUR,NA,FARRUKHABAD,Farrukhabad,209622
49226,Chhatisgarh,SAMADHAN COLLEGE BEMETRA,"SAMRIDDHI VIHAR VILLAGE - FARI, POST - BJABHAT, TEHSIL - BEMETARA(C.G.)","SAMRIDDHI VIHAR VILLAGE - FARI, POST - BJABHAT, TEHSIL - BEMETARA(C.G.)",BEMETARA,Durg,491335
43617,Kerala,"Institute of Management and Technology, Punnapra, Alappuzha",Akshara Nagari,Vadackal P.O,Alappuzha,Alappuzha,688003
43354,West Bengal,National Institute for Mentally Handicapped,B T Road,Bonhooghly NIOH Campus,Kolkata,North Twenty Four Parganas,700055
24522,Uttrakhand,"Govt. P.G Degree College, Gopeshwar","Govt. P.G. College, Gopeshwar (Chamoli)",NA,Gopeshwar (Chamoli),Chamoli,246401
12741,Uttar Pradesh,"LAL BAHADUR SHASTRI GIRLS COLLEGE OF MANAGEMENT, KURSI ROAD",BAJRANG VIHAR KURSI ROAD LUCKNOW,NA,LUCKNOW,Lucknow,226026
22604,Uttar Pradesh,"PT VASUDEV TIWARI KANYA MAHAVIDYALAYA,",Kochabhawar,NA,Jhansi,Jhansi,284128
35828,Tamil Nadu,"Shrimati Indira Gandhi College, Tiruchirappalli - 620 002.","Post Box. No. 369, College Road,",Chatram Bus Stand Tiruchirappalli - 620 002,Tiruchirappalli,Tiruchirappalli,620002
43252,Bihar,"Sri Krishna Jublee Law College, Muzaffarpur","GANNIPUR, MUZAFFARPUR",NA,MUZAFFARPUR,Muzaffarpur,842001
11789,Kerala,"St. Joseph's College of Engg. and Technology,Choondacherry P.O., PIassanal (Via), Palai, Kottayam-686 579",Choondacherry. P.O,Plassanal(Via),Kottayam,Kottayam,686579
13768,Maharashtra,"S.M.B.T. Ayurved College & Hospital, Nandihills, Dhamangaon, Tal. Igatpuri, Dist. Nashik",Nashik,"Nandi Hills, Dhamangaon, Tal. Igatpuri, Dist. Nashik",Nashik,Nashik,422403
16446,West Bengal,Institute of Child Health,"11, Dr Biresh Guha Street","Near No.4 Bridge, Park Circus",Kolkata,Kolkata,700017
50557,Gujarat,SHRI RAM COLLEGE OF MASTER EDUCATION,Moti Pavathi Tal Dehgam Dist GAndhinagar,NA,Dehgam,Gandhinagar,382308
11529,Himachal Pradesh,"Govt. Lal Bahadur College, Sawra Saraswati Nagar, Distt Shimla",P.O. Hatkoti,Teh. Jubbal,Sawra,Shimla,171206
45690,Tamil Nadu,"GOVERNMENT MOHAN KUMARAMANGALAM MEDICAL COLLEGE (Inst. Code - 010), SALEM",Salem Steel Plant Road,Salem - 636030,Salem,Salem,636030
45814,Tamil Nadu,"MELMARUVATHUR ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH (Inst. Code - 243), KANCHEEPURAM",MELMARUVATHUR POST,MELMARUVATHUR VILLAGE,MELMARUVATHUR,Kancheepuram,603319
11794,Kerala,"Federal Institute of Science and Technology (FISAT), Hormis Nagar, Mookannoor. P.O., Angamaly, Ernakulam -683 577","Hormis Nagar, Mookkannor P.O, Angamaly",PIN:683577,Angamaly,Ernakulam,683577
6054,Gujarat,Veena Singhi College of Nursing,Hansol octroi,Indira Bridge,Ahmedabad,Ahmadabad,382475
33979,Maharashtra,Bharati Vidyapeeths College of Architecture Sector 8 CBD Belapur Opp to Konkan Bhavan Navi Mumbai Mumbai 400 614,Bharati Vidyapeeths College of Architecture Sector 7 CBD Belapur Opp Kharghar rly stn Navi Mumbai 400 614,Bharati Vidyapeeths College of Architecture Sector 7 CBD Belapur Opp Kharghar rly stn Navi Mumbai 400 614,Navi Mumbai,Thane,400614
33870,Maharashtra,Vivekanand Education Societys College of Law 1st floor Trust Office Sindhi Society Chembur Mumbai-400 071,Sindhi Society,Chembur (E),Mumbai,Mumbai Suburban,400001
13638,Uttar Pradesh,"Om Ucch Siksha Sansthan, Bitthalpur, Gopiganj, Sant Ravidas Nagar, Bhadohi",Vitthalpur (Chhatami),Gopiganj,Sant Ravidas Nagar (Bhadohi),Sant Ravidas Nagar (Bhadohi),221303
11591,Kerala,"St. Thomas College, Arunapuram P.O., Pala-686 574",Arunapuram P. O. Pala 686574,Kottayam Dt. Kerala,Pala,Kottayam,686574
25272,Rajasthan,"Jaipur Institute of Engineering & Management,Jaipur","NH- 8, MAIN AJMER ROAD",VIA- BAGRU GADOTA,JAIPUR,Jaipur,303007
40864,Odisha,"D.A..V.College,Titlagarh",AT/PO- BHATIPARA,PS- TITILAGARH,TITILAGARH,Balangir,767042
16318,Gujarat,METAS Adventist College,"P. O. Box No. 24, Athwalines","At Po. Nanpura, Area - Chowpati","Dist - Surat, Pin Code - 395 001",Surat,395001
45549,Tamil Nadu,"R V S DENTAL COLLEGE AND HOSPITAL (Inst. Code - 274), COIMBATORE",RVS DENTAL COLLEGE & HOSPITAL,"242B, TRICHY ROAD",KANNAMPALAYAM,Coimbatore,641402
19569,Telangana,Padmasri Dr. B.V Raju Institute of Technology,Vishnupur,"Narsapur,",Medak Dist.,Medak,502313
44848,Karnataka,"KLE Society's Lingaraj College, Belgaum",College Road,Belgaum - 590001,Belgaum,Belgaum,590001
21707,Chhatisgarh,Udanti College Devobhog,"N/r police station, Deobhog",Deobhog,Deobhog,Raipur,493890
36441,Tamil Nadu,"K.S.Raja Arts &Science College for Women,Cherapperattai-604 210","CHELLAPPERATTI, GINGEE T.K, VILLUPURAM DISTRICT",(VIA) CHELLAPPERATTI 604210,GINGEE,Viluppuram,604210
48984,Tamil Nadu,VINAYAGA NURSING COLLEGE (Inst. Code - 529),POST BOX NO 1851,KARUPPUR,KEELAPALUVUR,Ariyalur,621707
50101,Uttar Pradesh,"KIRAN SINGH MAHAVIDHYALAYA, GAJIPUR",SAHJAD NAGAR,GAJIPUR FATEHPUR,FATEHPUR,Fatehpur,212601
14938,Tamil Nadu,Aravindhar College of Education,Thenpallipattu Village,Kalasapakkam Post,Tiruvannamalai,Tiruvannamalai,606751
38809,Rajasthan,"Shekhawati College of Commerce & Sci., Jhunjhunun","NEAR DUNDLOD RAILWAY PHATAK,SIKAR-JHUNJHUNU ROAD,TEHSIL-NAWALGARH,DISTRICT-JHUNJHUNU","NEAR DUNDLOD RAILWAY PHATAK,SIKAR-JHUNJHUNU ROAD,TEHSIL-NAWALGARH,DISTRICT-JHUNJHUNU",DUNDLOD DISTRICT-JHUNJHUNU,Jhunjhunun,333072
14602,Tamil Nadu,Christ College of Education for Women,"A.Jettihalli(po),collector bungla backside, Dharmapuri(dt).","A.Jettihalli(po),collector bungla backside, Dharmapuri(dt).",Dharmapuri,Dharmapuri,636807
13567,Uttar Pradesh,"Adarsh Janta Mahavidyalaya, Kolna (Chunar) Mirzapur",Vill Post Kolana Chunar mirzapur,up,mirzapur,Mirzapur,231304
48935,Uttar Pradesh,": SARDAR PATEL MAHAVIDHAYALAYA,MALLAWAN",BHAGWANT NAGAR,MALLAWAN,MALLAWAN,Hardoi,241303
39374,Odisha,"Council for Analytical Tribal Studies, Koraput","DNK ROAD, SABAR SRIKSHETRA",KORAPUT,KORAPUT,Koraput,764020
21765,Chhatisgarh,Arayabhat Art.& Science College Kopara,Murtarai Raoad,village - Kopra,Kopra,Raipur,493887
42091,Maharashtra,"Pravara Gramin Shikshan Sansthas Pravara Rural College of Architecture,Loni Pravaranagar Tal. Rahata,Dist. 413736",Sadatpur Road,Loni,Loni,Ahmadnagar,413736
26952,Andhra Pradesh,"Santhiram Engineering College, Nandyal",NH-18,NERAWADA,NANDYAL,Kurnool,518501
36202,Madhya Pradesh,"Sagar Institute of Research & Technology, Opp. Sagar Estates, Ayodhya Nagar, By Pass Road, Bhopal-462041",Ayodhya Bypass Road,Opposite Sagar Estate,Bhopal,Bhopal,462041
40585,Karnataka,Navodaya Medical College,"No. 6-2-139/5, Navodaya Nagar","Manthralayam Road,",Raichur - 584103,Raichur,584103
45620,Tamil Nadu,"CHRISTIAN COLLEGE OF NURSING (Inst. Code - 187), NEYYOOR, KANNIYAKUMARI",CHRISTIAN COLLEGE OF NURSING NEYYOOR,NEYYOOR POST,NAGERCOIL,Kanniyakumari,629802
49277,Uttar Pradesh,"SIR MADAN LAL INSTITUTE OF MANAGEMENT,,ETAWAH","ALAMPUR HAUZ,AGRA ROAD",NA,ETAWAH,Etawah,206001
24827,Andhra Pradesh,"Siddardha College of Computer Science, Musunur",MUSUNUR,Pin code : 524 202.,KAVALI,Sri Potti Sriramulu Nellore,524202
29285,Punjab,"G.H.G.Khalsa College, Gurusar Sadhar",Tehsil Raikot,NA,Ludhiana,Ludhiana,141104
39570,Odisha,"Capital Law College, Plot No. A/63, CRP Square, Bhubaneswar","PLOT NO-A/63, CRP SQURE, NAYAPALLI , BHUBANESWAR","PLOT NO-A/63, CRP SQURE, NAYAPALLI , BHUBANESWAR",BHUBANESWAR,Khordha,751003
13505,Uttar Pradesh,"Girija Prasad Dwivedi Mahavidyalaya, Semradh, Sant Ravidas Nagar, Bhadohi",SEMRADH,SEMRADH,BHADOHI,Sant Ravidas Nagar (Bhadohi),221310
47561,Tamil Nadu,"VELUMAILU SIDDHA MEDICAL COLLEGE (Inst. Code - 194), KANCHEEPURAM","No.48, GWT Road, Sriperumbudur - 602105",NA,Sriperumbudur,Kancheepuram,600105
22322,Chhatisgarh,"Purwanchal College,Sariya-Raigarh","Main Chowk, Sariya","At/Po-Sariya,Tah-Baramkela",Sariya,Raigarh,496554
50087,Uttar Pradesh,SRI BABU SINGH DADDU JI LAW COLLEGE,"KANPUR ROAD, KRISHNA NAGAR,","POST BHOJPUR FATEHGARH, FARRUKHABAD",FARRUKHABAD,Farrukhabad,209749
6526,Puducherry,"College of Nursing, East Coast Institute of Medical Sciences","NO.1, PARIS NAGAR",MOOLAKULAM,PONDICHERRY,Puducherry,605010
10501,Punjab,"G.H.G. Khalsa College of Pharmacy, Gurusar Sadhar, Ludhiana",GURUSAR,SADHAR,LUDHIANA,Ludhiana,141104
52205,Uttar Pradesh,"R.R.S.MAHILA MAHAVDYALAY, LALPUR, JAUGAR",LALPUR JAUGARH MIRZAPUR,LALPUR JAUGARH MIRZAPUR,CHUNAR,Mirzapur,231001
29113,Punjab,"Kular College of Nursing, VPO Kishangarh, Distt. Ludhiana","GT ROAD , KISHANGARH, KHANNA, LUDHIANA-141401",NA,KHANNA,Ludhiana,141401
32658,Andhra Pradesh,M.L. College of Pharmacy,kanumalla,NA,singarayakonda,Prakasam,523101
36392,Tamil Nadu,"Sri Bharathivelu arts &Science Kalpattu,Sholinghur-631 102","Sholinghur to Thiruthani High Road,",Kalpattu,Sholinghur,Vellore,631102
41203,Tamil Nadu,"K.R.College of Arts & Science, K.R. Nagar, Kovilpatti - 628 503.",K R NAGAR,K R NAGAR POST,KOVILPATTI - 628 503,Thoothukkudi,628503
12770,Uttar Pradesh,A.P. SEN MEMORIAL GIRLS DEGREE COLLEGE,Near J.N.P.G College,Charbagh,Lucknow,Lucknow,226001
39737,Odisha,"P.N. College of Lib.& Information Science, Bhubaneswar",PANDIT NILAKANTHA COLLEGE OF LIBRARY SCIENCE,PO - REGIONAL RESEARCH LABORATORY,BHUBANESWAR,Khordha,751013
11525,Himachal Pradesh,"Govt. College Kukumseri, Distt Lahaul & Spiti",Govt.Degree college kukumseri,G.D.C KUKUMSERI,Udaipur,Lahul & Spiti,175142
43028,Maharashtra,"Tapasvi Ramrao Maharaj Arts College,Poharadevi, Tq. Manora",TAPASVI RAMRAO MAHARAJ ARTS COLEGE POHARADEVI,AT PO POHRADEVI TQ MANORA DIST WASHIM,POHRADEVI,Washim,444104
22565,Uttar Pradesh,"KISHORI LAL BACCHA LAL YADAV MAHAVIDYALAYA, SOMAI",VILLAGE AND POST SOMAI,JALAUN,ORAI,Jalaun,285201
37090,Tamil Nadu,Jawaharlal Institute of Technology,"""Jawahar Gardens"", Kaliapuram",Thirumalayampalayam (Post) - 641 105,Coimbatore,Coimbatore,641105
21137,Karnataka,"Adharsha Vidhya Kendra College, 27th Cross, Banashankari 2nd Stage, Bangalore-70","# 8/9, 27th Cross, opp. monotype bus stop",Banashankari 2nd Stage,Bangalore-560070,Bangalore,560070
51354,Assam,NEF College of Management and Technology,"GMCH ROAD,","ANANDA NAGAR, CHRISTIANBASTI",GUWAHATI,Kamrup Metropolitan,781005
35129,Madhya Pradesh,"SATI, Vidisha",Netaji Subhash Marg,Civil Line,Vidisha,Vidisha,464001
17138,Assam,N.E.F. Law College,GMCH Road Christianbasti,Ananda Nagar,Guwahati - 781005,Kamrup,781005
8384,Assam,D.H.S.K. College. P.O.Dibrugarh- 786001,K.C Gogoi Path,Gabharupathar,Dibrugarh,Dibrugarh,786001
37039,Tamil Nadu,Greentech College of Engineering for Women,"240/3, Appamasamudram Village",Narasingapuram P.O,Attur Taluk,Salem,636108
43954,Tamil Nadu,SRIRAM COLLEGE OF ARTS AND SCIENCE,PERUMALPATTU,THIRUVALLUR DISTRICT,THIRUVALLUR,Chennai,602024
32890,Delhi,Delhi Teachers Training College,"340, Deenpur, Najafgarh, New Delhi, 110043",same as above,Delhi,West,110043
7241,Karnataka,"School of Information Science, Manipal","LG 02, Academic Block-5","MIT Campus, Manipal - 576104",Manipal,Udupi,576104
34129,Maharashtra,"Principal L N Welingkar Institute of Management Development and Research L. N. Road, Opp. Matunga Gymkhana, Matunga (Central) Mumbai 400 019","Lakhamsee Napoo Road, Opp. Matunga Gymkhana",Matunga (Central),Mumbai,Mumbai,400019
36362,Tamil Nadu,"marudhar Kesari Jain College for Women,Marudhar Nagar,Chinnakallupalli,Vaniyambadi-635751",Marudhar Nagar,Chinnakallupalli,Vaniyambadi,Vellore,635751
43942,Tamil Nadu,ST LOUIS COLLEGE FOR THE DEAF,"CANAL BANK ROAD, GANDHI NAGAR,",NA,ADYAR,Chennai,600020
21794,Chhatisgarh,Nagrik Kalayan College Nandni Nagar,Nandini Nagar Durg 490036,Nandini Nagar Durg 490036,Durg,Durg,490036
18376,Maharashtra,"Cummins College of Engineering for Women, Mauja",MOUJE SUKLI (GUPCHUP),HINGNA,NAGPUR,Nagpur,441110
13813,Maharashtra,"Shivtej Arogya Seva Sansthas Yogita Dental College & Hospital, Khed, Dist. Ratnagiri","Near Narangi Bridge, khed, Pin Code-415709","Near Narangi Bridge, Khed, Pin code - 415709",Khed,Ratnagiri,415709
30330,Telangana,"JMJ College of Nursing, Hyderabad",ST THERESAS HOSPITAL CAMPUS,SANATHANAGAR,HYDERABAD,Hyderabad,500018
52313,Gujarat,COLLEGE OF DENTAL SCIENCE AND HOSPITAL,"AT- AMARGADH, TA- SIHOR",NA,AMARGADH,Bhavnagar,364210
46309,Delhi,"DELHI SCHOOL OF PROFESSIONAL STUDIES AND RESEARCH, NORTH WEST DELHI","9, INSTITUTIONAL AREA, ROHINI, DELHI-85",NA,DELHI,North West,110085
45539,Tamil Nadu,"MARTIN HOMOEOPATHY MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 208), COIMBATORE","54, MTP Road,","G.N. Mills Post,",Coimbatore,Coimbatore,641029
45533,Tamil Nadu,"J.S.S. INSTITUTE OF NATUROPATHY AND YOGIC SCIENCES (Inst. Code - 132), OOTACAMUND, COIMBATORE","Palakkad Main Road, Navakkarai,",NA,Coimbatore,Coimbatore,641105
29210,Punjab,"Dasmesh Institute of Research & Dental Sciences, Talwandi Road, Faridkot",TALWANDI ROAD FARIDKOT,TALWANDI ROAD FARIDKOT,FARIDKOT,Faridkot,151203
53502,Jharkhand,KUNWAR PIRTHI NATH SINGH B.ED COLLEGE,Vill.- Kinni,P. O.- Mahugawan,NA,Palamu,822110
8377,Assam,Sibsagar College P.O. Sibsagar-785665,P.O. Joysagar,Dist. Sivasagar,Sivasagar,Sivasagar,785665
27301,Telangana,"Maharshi Degree College, H.No. 3-32/7, Near Balaji Nursing Home, Thorrur",Near Balaji Nursing Home,Thorrur,Thorrur,Warangal,506163
1424,Karnataka,"Sambhram Institute of Technology, BANGALORE","AMBA BHAVANI TEMPLE ROAD, M.S.PALYA, VIDYARANYAPURA POST,BANGALORE-560097",NA,BANGALORE,Bangalore,560097
42819,Maharashtra,"Govt.Vidarbha Institute of Science & Humanities, Amravati.","Kathora Naka, V.M.V. Road, Amravati.",NA,Amravati,Amravati,444604
34067,Maharashtra,Rayat Shikshan Sansthas Arts Science and Commerce College Mokhada Taluka Mokhada Dist Thane 401 604,"At.Post.Mokhada, Tal.Mokhada",Mokhada,Mokhada,Thane,401604
25116,Rajasthan,"Biyani International Institute of Engg. & Tehc. For Girls,Jaipur",BEHIND BHAITARIYA BHAROO,"KALWAR JOBNER ROAD,KALWAR",JAIPUR,Jaipur,303706
13678,Uttar Pradesh,"Smt. Fulehara Smarak Mahila Mahavidyalaya, Kamtaila, Rasra, Ballia","VILL- KAMTAILLA, POST- RASRA",DIST- BALLIA (U.P.) 221712,BALLIA,Ballia,221712
41639,Maharashtra,"Pravaranagar Rural Education Societys Pravara Rural Engineering College, Loni Bk., Tal. Rahata, Dist.Ahmednagar 413736",At post Loni,Tal Rahata Dist Ahmednager,Loni,Ahmadnagar,413736
26987,Andhra Pradesh,"Sri Sai Inst. of Technology & Science, 2/714-18, Rayachoti",Gollapalli(vi),Masapeta(p),Rayachoty,Y.S.R.,516270
40558,Karnataka,Manjushree College of Nursing,"No.26, 3rd Main, Opp.Dr.Ambedkar Medical College","Chinnanna Layout,Kavalbyrasandra, R.T.Nagar",Bangalore,Bangalore,560032
40219,Karnataka,Sajjalashree Institute of Nursing Science,"Shri. B.V.V. Sangha's, Sajjalashree Institute of Nursing Sciences,","Navanagar, Bagalkot - 587 102.",Bagalkot,Bagalkot,587102
